Name of medicine,EMA product number,Medicine status,International non-proprietary name (INN) / common name,Active substance
Suboxone,EMEA/H/C/000697,Authorised,buprenorphine;naloxone,buprenorphine;naloxone
Teriflunomide Accord,EMEA/H/C/005960,Authorised,teriflunomide,teriflunomide
Prezista,EMEA/H/C/000707,Authorised,darunavir,darunavir
Atriance,EMEA/H/C/000752,Authorised,nelarabine,nelarabine
Symtuza,EMEA/H/C/004391,Authorised,darunavir;cobicistat;emtricitabine;tenofovir alafenamide,darunavir;cobicistat;emtricitabine;tenofovir alafenamide
Nulibry,EMEA/H/C/005378,Authorised,fosdenopterin,fosdenopterin hydrobromide dihydrate
Entecavir Accord,EMEA/H/C/004458,Authorised,entecavir,Entecavir
DuoResp Spiromax,EMEA/H/C/002348,Authorised,budesonide;formoterol,Budesonide;formoterol fumarate dihydrate
BiResp Spiromax,EMEA/H/C/003890,Authorised,budesonide;formoterol,Budesonide;formoterol fumarate dihydrate
Evoltra,EMEA/H/C/000613,Authorised,clofarabine,clofarabine
Byannli (previously Paliperidone Janssen-Cilag International),EMEA/H/C/005486,Authorised,paliperidone,paliperidone palmitate
Trevicta (previously Paliperidone Janssen),EMEA/H/C/004066,Authorised,paliperidone,paliperidone palmitate
Xeplion,EMEA/H/C/002105,Authorised,paliperidone,paliperidone palmitate
Luveris,EMEA/H/C/000292,Authorised,lutropin alfa,lutropin alfa
DuoPlavin,EMEA/H/C/001143,Authorised,clopidogrel;acetylsalicylic acid,clopidogrel;acetylsalicylic acid
Agilus,EMEA/H/C/006009,Authorised,"dantrolene sodium, hemiheptahydrate","dantrolene sodium, hemiheptahydrate"
Cayston,EMEA/H/C/000996,Authorised,aztreonam,aztreonam lysine
Palynziq,EMEA/H/C/004744,Authorised,pegvaliase,pegvaliase
DaTSCAN,EMEA/H/C/000266,Authorised,ioflupane (123l),ioflupane (123l)
Invega,EMEA/H/C/000746,Authorised,paliperidone,paliperidone
Pixuvri,EMEA/H/C/002055,Expired,pixantrone dimaleate,pixantrone dimaleate
Zevalin,EMEA/H/C/000547,Lapsed,ibritumomab tiuxetan,ibritumomab tiuxetan
Qalsody,EMEA/H/C/005493,Authorised,tofersen,tofersen
Duloxetine Lilly,EMEA/H/C/004000,Authorised,duloxetine,duloxetine
Cymbalta,EMEA/H/C/000572,Authorised,duloxetine,duloxetine
Yentreve,EMEA/H/C/000545,Authorised,duloxetine,duloxetine hydrochloride
Adcirca (previously Tadalafil Lilly),EMEA/H/C/001021,Authorised,tadalafil,tadalafil
Sotyktu,EMEA/H/C/005755,Authorised,deucravacitinib,deucravacitinib
Lenalidomide Accord,EMEA/H/C/004857,Authorised,lenalidomide,lenalidomide
Palladia,EMEA/V/C/000150,Authorised,toceranib,toceranib
Zuprevo,EMEA/V/C/002009,Authorised,tildipirosin,tildipirosin
Ypozane,EMEA/V/C/000112,Authorised,osaterone acetate,osaterone acetate
Zactran,EMEA/V/C/000129,Authorised,gamithromycin,gamithromycin
SevoFlo,EMEA/V/C/000072,Authorised,sevoflurane,sevoflurane
Bravecto Plus,EMEA/V/C/004440,Authorised,fluralaner;moxidectin,fluralaner;moxidectin
Naxcel,EMEA/V/C/000079,Authorised,ceftiofur,ceftiofur
Onsior,EMEA/V/C/000127,Authorised,robenacoxib,robenacoxib
Aservo EquiHaler,EMEA/V/C/004991,Authorised,ciclesonide,ciclesonide
Stronghold,EMEA/V/C/000050,Authorised,selamectin,selamectin
Cerenia,EMEA/V/C/000106,Authorised,maropitant,maropitant citrate
Mepsevii,EMEA/H/C/004438,Authorised,vestronidase alfa,vestronidase alfa
Dabigatran etexilate Teva,EMEA/H/C/006023,Application withdrawn,dabigatran etexilate,dabigatran etexilate mesilate
Cinacalcet Accordpharma,EMEA/H/C/005236,Authorised,cinacalcet,cinacalcet hydrochloride
Exzolt,EMEA/V/C/004344,Authorised,fluralaner,fluralaner
Zolvix,EMEA/V/C/000154,Authorised,monepantel,monepantel
Trocoxil,EMEA/V/C/000132,Authorised,mavacoxib,mavacoxib
Evicto,EMEA/V/C/004973,Authorised,selamectin,selamectin
Semintra,EMEA/V/C/002436,Authorised,telmisartan,telmisartan
Apoquel,EMEA/V/C/002688,Authorised,oclacitinib maleate,oclacitinib maleate
Sileo,EMEA/V/C/003764,Authorised,dexmedetomidine,Dexmedetomidine hydrochloride
Atosiban SUN,EMEA/H/C/002329,Authorised,atosiban,atosiban (as acetate)
Lotimax,EMEA/V/C/006441,Authorised,lotilaner,lotilaner
Lexylan,EMEA/V/C/006103,Authorised,cefalexin,cefalexin sodium;cefalexin
Trilorale,EMEA/V/C/006124,Authorised,trilostane,trilostane
Alcort,EMEA/V/C/006143,Authorised,hydrocortisone aceponate,hydrocortisone aceponate
Trilocur,EMEA/V/C/006128,Authorised,trilostane,trilostane
Bonqat,EMEA/V/C/005489,Authorised,pregabalin,pregabalin
Recocam,EMEA/V/C/002247,Authorised,meloxicam,meloxicam
Forceris,EMEA/V/C/004329,Authorised,toltrazuril;iron (III) ion,toltrazuril;iron (III) ion
Activyl,EMEA/V/C/000163,Withdrawn,indoxacarb,indoxacarb
Bovilis Blue-8,EMEA/V/C/004776,Withdrawn,bluetongue virus vaccine (inactivated) serotype 8,"bluetongue virus vaccine, serotype 8 (inactivated)"
Advocate,EMEA/V/C/000076,Authorised,imidacloprid;moxidectin,imidacloprid;moxidectin
Suprelorin,EMEA/V/C/000109,Authorised,deslorelin acetate,deslorelin acetate
Gumbohatch,EMEA/V/C/004967,Authorised,avian infectious bursal disease vaccine (live),"live attenuated infectious bursal disease virus (IBDV), strain 1052"
Melovem,EMEA/V/C/000152,Authorised,meloxicam,meloxicam
Vectra 3D,EMEA/V/C/002555,Authorised,"dinotefuran, permethrin, and pyriproxyfen",dinotefuran;pyriproxyfen;permethrin
Simparica Trio,EMEA/V/C/004846,Authorised,sarolaner;moxidectin;pyrantel embonate,moxidectin;sarolaner;pyrantel embonate
Coxevac,EMEA/V/C/000155,Authorised,inactivated Coxiella burnetii vaccine,"inactivated Coxiella burnetii vaccine, strain Nine Mile"
Bluevac BTV (previously Bluevac BTV8),EMEA/V/C/000156,Authorised,,bluetongue virus vaccine serotypes 1 or 4 or 8 [inactivated]
Credelio Plus,EMEA/V/C/005325,Authorised,lotilaner / milbemycin oxime,lotilaner;milbemycin oxime
Simparica,EMEA/V/C/003991,Authorised,sarolaner,sarolaner
Veltassa,EMEA/H/C/004180,Authorised,patiromer,patiromer sorbitex calcium
Improvac,EMEA/V/C/000136,Authorised,gonadotropin releasing factor (GnRF) analogue-protein conjugate,synthetic peptide analogue of GnRF conjugated to diptheria toxoid
Respivac aMPV (previously Respivac TRT),EMEA/V/C/006160,Authorised,"turkey rhinotracheitis virus, strain 1062, live","turkey rhinotracheitis virus, strain 1062, live"
Lamivudine Teva,EMEA/H/C/001113,Authorised,lamivudine,lamivudine
Parsabiv,EMEA/H/C/003995,Authorised,etelcalcetide,etelcalcetide hydrochloride
Mimpara,EMEA/H/C/000570,Authorised,cinacalcet,cinacalcet hydrochloride
Myocet liposomal (previously Myocet),EMEA/H/C/000297,Authorised,doxorubicin,doxorubicin hydrochloride
PecFent,EMEA/H/C/001164,Authorised,fentanyl,fentanyl
Credelio,EMEA/V/C/004247,Authorised,lotilaner,lotilaner
Circovac,EMEA/V/C/000114,Authorised,adjuvanted inactivated vaccine against porcine circovirus type 2,inactivated porcine circovirus type 2 (PCV2)
Bravecto,EMEA/V/C/002526,Authorised,fluralaner,fluralaner
Innovax-ND-H5,EMEA/V/C/006362,Authorised,"turkey herpesvirus, strain HVT-ND-H5 (cell-associated), expressing fusion protein gene of Newcastle disease virus and haemagglutinin gene of Avian influenza virus subtype H5","turkey herpesvirus, strain HVT-ND-H5 (cell-associated), expressing fusion protein gene of Newcastle disease virus and haemagglutinin gene of Avian influenza virus subtype H5"
Nobilis Multriva RT+IBm+ND+Gm+REOm+EDS,EMEA/V/C/005887,Authorised,avian metapneumovirus;avian infectious bronchitis;Newcastle disease;avian infectious bursal disease;egg drop syndrome virus vaccine (inactivated),avian metapneumovirus;avian infectious bronchitis;Newcastle disease;avian infectious bursal disease;avian reovirus and egg drop syndrome virus vaccine (inactivated)
Divence Tetra,EMEA/V/C/006222,Authorised,bovine viral diarrhoea virus type 1 and type 2 (subunit recombinant);bovine parainfluenza 3 virus (inactivated) and bovine respiratory syncytial virus vaccine,bovine viral diarrhoea virus type 1 and type 2 (subunit recombinant);bovine parainfluenza 3 virus (inactivated) and bovine respiratory syncytial virus vaccine
Divence Penta,EMEA/V/C/006175,Authorised,"bovine parainfluenza virus 3, strain SF-4 Reisinger, inactivated;bovine respiratory syncytial virus, strain LYM-56, live;bovine viral diarrhoea virus 1, E2 recombinant protein;bovine viral diarrhoea virus 2, E2 recombinant protein;infectious bovine rhinotracheitis virus, strain CEDDEL, gE- tk- double-gene deleted, live","bovine parainfluenza virus 3, strain SF-4 Reisinger, inactivated;live attenuated bovine respiratory syncytial virus (BRSV), strain Lym-56;bovine viral diarrhoea virus 1, E2 recombinant protein;bovine viral diarrhoea virus 2, E2 recombinant protein;infectious bovine rhinotracheitis virus, strain CEDDEL, gE- tk- double-gene deleted, live"
Enteroporc Coli,EMEA/V/C/005148,Withdrawn,"neonatal piglet colibacillosis vaccine (recombinant, inactivated)",Inactivated fimbrial adhesins of Escherichia coli F4ab;Inactivated fimbrial adhesins of Escherichia coli F4ac;Inactivated fimbrial adhesins of Escherichia coli F5;Inactivated fimbrial adhesins of Escherichia coli F6
Meloxoral,EMEA/V/C/000151,Authorised,meloxicam,meloxicam
Nuceiva,EMEA/H/C/004587,Authorised,botulinum toxin type a,Botulinum toxin type A
Vectormune FP ILT,EMEA/V/C/005482,Authorised,"fowlpox and avian infectious laryngotracheitis vaccine (live, recombinant)","recombinant fowlpox virus expressing the membrane fusion protein and the encapsidation protein of avian infectious laryngotracheitis virus, live"
Vyxeos liposomal (previously Vyxeos),EMEA/H/C/004282,Authorised,daunorubicin;cytarabine,daunorubicin hydrochloride;cytarabine
Strangvac,EMEA/V/C/005309,Authorised,Streptococcus equi vaccine (recombinant proteins),recombinant Streptococcus equi protein CCE;recombinant Streptococcus equi protein Eq85;recombinant Streptococcus equi protein IdeE
Senvelgo,EMEA/V/C/005972,Authorised,velagliflozin,velagliflozin L-proline monohydrate
Loxitab,EMEA/V/C/006099,Authorised,meloxicam,meloxicam
Eluracat,EMEA/V/C/005948,Authorised,capromorelin tartrate,capromorelin tartrate
Oxmax,EMEA/V/C/005132,Authorised,Hemoglobin betafumaril (bovine),Hemoglobin betafumaril (bovine)
Aripiprazole Mylan Pharma (previously Aripiprazole Pharmathen),EMEA/H/C/003803,Authorised,aripiprazole,aripiprazole
Tepmetko,EMEA/H/C/005524,Authorised,tepotinib,tepotinib hydrochloride monohydrate
Temozolomide Teva,EMEA/H/C/001126,Authorised,temozolomide,temozolomide
Ghryvelin (previously Macimorelin Aeterna Zentaris),EMEA/H/C/004660,Authorised,macimorelin,macimorelin acetate
Onglyza,EMEA/H/C/001039,Authorised,saxagliptin,saxagliptin
Plerixafor Accord,EMEA/H/C/005943,Authorised,plerixafor,Plerixafor
Zynyz,EMEA/H/C/006194,Authorised,retifanlimab,retifanlimab
Mirapexin,EMEA/H/C/000134,Authorised,pramipexole,pramipexole dihydrochloride monohydrate
Pirfenidone axunio (previously Pirfenidone AET),EMEA/H/C/005873,Authorised,pirfenidone,Pirfenidone
Sifrol,EMEA/H/C/000133,Authorised,pramipexole,pramipexole dihydrochloride monohydrate
Eladynos,EMEA/H/C/005928,Authorised,abaloparatide,abaloparatide
Myclausen,EMEA/H/C/001218,Authorised,mycophenolate mofetil,mycophenolate mofetil
Tessie,EMEA/V/C/005427,Authorised,tasipimidine,
Ranexa (previously Latixa),EMEA/H/C/000805,Authorised,ranolazine,ranolazine
Aerinaze,EMEA/H/C/000772,Authorised,desloratadine;pseudoephedrine,desloratadine;pseudophedrine sulfate
Lonsurf,EMEA/H/C/003897,Authorised,trifluridine;tipiracil,trifluridine;tipiracil hydrochloride
Niapelf,EMEA/H/C/006185,Authorised,paliperidone,paliperidone palmitate
Ertapenem SUN,EMEA/H/C/005815,Authorised,ertapenem,ertapenem sodium
Nobivac LoVo L4,EMEA/V/C/005628,Authorised,canine leptospirosis vaccine (inactivated),"Leptospira interrogans, serogroup Australis, serovar Bratislava, strain As-05-073, Inactivated,Leptospira interrogans, serogroup Canicola, serovar Portland-vere, strain Ca-12-000, Inactivated,Leptospira interrogans, serogroup Icterohaemorrhagiae, serovar Copenhageni, strain Ic-02-001, Inactivated,Leptospira kirschneri, serogroup Grippotyphosa, serovar Dadas, strain GR-01-005, Inactivated,"
Bovilis Nasalgen-C,EMEA/V/C/005906,Authorised,"bovine coronavirus, strain CA25, live","bovine coronavirus, strain CA25, live"
Bovilis Cryptium,EMEA/V/C/006045,Authorised,"cryptosporidium parvum, glycoprotein gp40","Cryptosporidium parvum, glycoprotein gp40"
Poulvac Procerta HVT-IBD,EMEA/V/C/006000,Authorised,"turkey herpes virus, strain FC-126, expressing infectious bursal disease virus VP2 protein, live","turkey herpes virus, strain HVT-IBD, expressing infectious bursal disease virus VP2 protein, live"
Arixtra,EMEA/H/C/000403,Authorised,fondaparinux sodium,fondaparinux sodium
Ximluci,EMEA/H/C/005617,Authorised,ranibizumab,ranibizumab
Clopidogrel ratiopharm,EMEA/H/C/004006,Authorised,clopidogrel,clopidogrel (as hydrogen sulfate)
Cuprior,EMEA/H/C/004005,Authorised,trientine,trientine tetrahydrochloride
Exblifep,EMEA/H/C/005431,Authorised,cefepime;enmetazobactam,cefepime dihydrochloride monohydrate;Enmetazobactam
Vijoice,EMEA/H/C/005468,Application withdrawn,alpelisib,alpelisib
Sustiva,EMEA/H/C/000249,Withdrawn,efavirenz,efavirenz
Pramipexole Accord,EMEA/H/C/002291,Withdrawn,pramipexole,pramipexole dihydrochloride monohydrate
Innovax-ILT-IBD,EMEA/V/C/005905,Authorised,"turkey herpes virus, expressing infectious bursal disease virus and avian infectious laryngotracheitis virus, strain HVT/IBD/ILT, live","turkey herpes virus, expressing infectious bursal disease virus and avian infectious laryngotracheitis virus, strain HVT/IBD/ILT, live"
Prevexxion RN+HVT,EMEA/V/C/006146,Authorised,"Marek’s disease virus, strain RN1250, live;turkey herpesvirus, strain FC126, Live","Marek’s disease virus, strain RN1250, live;turkey herpesvirus, strain FC126, Live"
Eurican L4,EMEA/V/C/005944,Authorised,"inactivated immunological veterinary medicinal product containing Leptospira interrogans, serogroup Canicola, serovar Canicola, strain 16070, L. interrogans, serogroup icterohaemorrhagiae, serovar icterohaemorrhagiae, strain 16069, L. interrogans, serogroup Grippotyphosa, serovar Grippotyphosa, strain Grippo Mal 1540, L. interrogans, serogroup Australis, serovar Bratislava, strain","inactivated immunological veterinary medicinal product containing Leptospira interrogans, serogroup Canicola, serovar Canicola, strain 16070, L. interrogans, serogroup icterohaemorrhagiae, serovar icterohaemorrhagiae, strain 16069, L. interrogans, serogroup Grippotyphosa, serovar Grippotyphosa, strain Grippo Mal 1540, L. interrogans, serogroup Australis, serovar Bratislava, strain"
Yurvac RHD,EMEA/V/C/005992,Authorised,"rabbit haemorrhagic disease virus, capsid protein antigen, recombinant","rabbit haemorrhagic disease virus, capsid protein antigen, recombinant"
Zalasta,EMEA/H/C/000792,Authorised,olanzapine,olanzapine
Apealea,EMEA/H/C/004154,Withdrawn,paclitaxel,paclitaxel
Ameluz,EMEA/H/C/002204,Authorised,5-aminolevulinic acid hydrochloride,5-aminolevulinic acid hydrochloride
Clopidogrel Teva (hydrogen sulphate),EMEA/H/C/001053,Authorised,clopidogrel,clopidogrel (as hydrogen sulfate)
Fuzeon,EMEA/H/C/000514,Authorised,enfuvirtide,enfuvirtide
Ryeqo,EMEA/H/C/005267,Authorised,relugolix;estradiol;norethisterone acetate,relugolix;norethisterone acetate;estradiol hemihydrate
Trecondi,EMEA/H/C/004751,Authorised,treosulfan,treosulfan
HorStem,EMEA/V/C/004265,Authorised,equine umbilical cord mesenchymal stem cells,equine umbilical cord mesenchymal stem cells
Lonquex,EMEA/H/C/002556,Authorised,lipegfilgrastim,lipegfilgrastim
Mulpleo (previously Lusutrombopag Shionogi),EMEA/H/C/004720,Authorised,lusutrombopag,Lusutrombopag
Prolevare,EMEA/V/C/006117,Authorised,oclacitinib maleate,oclacitinib maleate
CircoMax,EMEA/V/C/005185,Authorised,porcine circovirus vaccine (inactivated recombinant),"recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2a open reading frame 2 protein, inactivated,Recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2b open reading frame 2 protein, inactivated"
Brucellin Aquilon,EMEA/V/C/005577,Authorised,,"Brucella abortus, strain AQ1302, protein extract"
Vectormune ND,EMEA/V/C/003829,Authorised,Newcastle disease and Marek’s disease vaccine (live recombinant),
AdTab (previously Lotilaner Elanco),EMEA/V/C/006030,Authorised,lotilaner,lotilaner
Catiolanze,EMEA/H/C/005933,Authorised,latanoprost,Latanoprost
Mometamax Ultra,EMEA/V/C/004987,Authorised,gentamicin;posaconazole;mometasone furoate,gentamicin;mometasone furoate;posaconazole
Evanovo,EMEA/V/C/005819,Authorised,"Eimeria acervulina, strain 044, live;Eimeria maxima, strain 013, live;Eimeria praecox, strain 007, live;Eimeria tenella, strain 004, live","Eimeria acervulina, strain 044, Live;Eimeria maxima, strain 013, Live;Eimeria praecox, strain 007, Live;Eimeria tenella, strain 004, Live"
DogStem,EMEA/V/C/005829,Authorised,equine umbilical cord-derived mesenchymal stem cells,equine umbilical cord-derived mesenchymal stem cells
Cortaderm,EMEA/V/C/005579,Authorised,hydrocortisone aceponate,hydrocortisone aceponate
Coxatab,EMEA/V/C/005816,Authorised,firocoxib,firocoxib
Ambirix,EMEA/H/C/000426,Authorised,hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed),hepatitis A virus (inactivated);hepatitis B surface antigen
Sugammadex Lorien,EMEA/H/C/006115,Application withdrawn,,sugammadex sodium
Twinrix Adult,EMEA/H/C/000112,Authorised,hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed),hepatitis A virus (inactivated);hepatitis B surface antigen
Twinrix Paediatric,EMEA/H/C/000129,Authorised,hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) vaccine (adsorbed),hepatitis A virus (inactivated);hepatitis B surface antigen
Strensiq,EMEA/H/C/003794,Authorised,asfotase alfa,asfotase alfa
Actraphane,EMEA/H/C/000427,Authorised,insulin human (rDNA),Insulin human
Albrioza,EMEA/H/C/005901,Refused,sodium phenylbutyrate;ursodoxicoltaurine,sodium phenylbutyrate;ursodoxicoltaurine
Chanaxin,EMEA/V/C/005606,Authorised,tulathromycin,tulathromycin
Mixtard,EMEA/H/C/000428,Authorised,insulin human (rDNA),Insulin human
Nemdatine,EMEA/H/C/002680,Authorised,memantine,memantine
Tegsedi,EMEA/H/C/004782,Authorised,inotersen,inotersen sodium
Bemfola,EMEA/H/C/002615,Authorised,follitropin alfa,follitropin alfa
Intrarosa,EMEA/H/C/004138,Authorised,prasterone,prasterone
Flebogamma DIF (previously Flebogammadif),EMEA/H/C/000781,Authorised,human normal immunoglobulin,human normal immunoglobulin
Azacitidine betapharm,EMEA/H/C/005075,Authorised,azacitidine,azacitidine
Humalog,EMEA/H/C/000088,Authorised,insulin lispro,insulin lispro
Dimethyl fumarate Teva,EMEA/H/C/005963,Revoked,dimethyl fumarate,dimethyl fumarate
Dimethyl fumarate Neuraxpharm,EMEA/H/C/006039,Revoked,dimethyl fumarate,dimethyl fumarate
Dimethyl fumarate Accord,EMEA/H/C/005950,Revoked,dimethyl fumarate,dimethyl fumarate
Dimethyl fumarate Polpharma,EMEA/H/C/005955,Revoked,dimethyl fumarate,dimethyl fumarate
Dimethyl fumarate Mylan,EMEA/H/C/005956,Revoked,dimethyl fumarate,dimethyl fumarate
Defitelio,EMEA/H/C/002393,Authorised,defibrotide,defibrotide
